name,year,index,citation 
Jean Olwen Thomas,1986,NULL,NULL
David James Wallace,1986,75,17018
Elizabeth Kerr Warrington,1986,11,374
Henricus Gerardus Jacobus Maria Kuypers,1988,NULL,NULL
Howard Martin Temin,1988,14,1167
Margaret Mary Gowing,1988,NULL,NULL
Keith Gordon Cox,1988,45,7354
Ernst Mayr,1988,24,2510
Henry Taube,1988,53,12916
Robert Henry Symons,1988,45,10236
Ashesh Prosad Mitra,1988,NULL,NULL
Philip Geoffrey Saffman,1988,NULL,NULL
John Edwin (Jack) Harris,1988,19,2325
Vladimir Igorevich Arnold,1988,NULL,NULL
Athelstan Laurence Johnson Beckwith,1988,39,6254
Trevor Evans,1988,9,334
Alan Kenneth Head,1988,12,563
Robin Milner,1988,23,5000
Alan Cowey,1988,67,14511
Christian de Duve,1988,NULL,NULL
Janis Antonovics,1988,43,6792
Sidney van den Bergh,1988,NULL,NULL
Derek Bradley,1988,34,5278
Nam-Hai Chua,1988,107,35330
Alan Herbert Cowley,1988,33,3718
Lionel Vivian Crawford,1988,NULL,NULL
David Olaf Edwards,1988,NULL,NULL
Charles Thomas Elliott,1988,38,8911
James T. Fitzsimons,1988,4,438
Jacques Friedel,1988,26,3703
Brian Hoskins,1988,59,19817
Noel Hush,1988,53,11051
Jacob Israelachvili,1988,93,39079
George Kalmus,1988,41,6407
Tomas Lindahl,1988,92,30834
Alan Lindsay Mackay,1988,5,76
Salvador Moncada,1988,160,121805
John Gareth Morris,1988,41,9010
Howard Redfern Morris,1988,NULL,NULL
John Graham Nicholls,1988,56,12112
John Joseph Thomas Owen,1988,58,
Barbara Pearse,1988,25,3854
Hugh Pelham,1988,77,18853
William Geraint Price,1988,4,50
Conjeeveram Srirangachari Seshadri,1988,NULL,NULL
Eric Manvers Shooter,1988,NULL,NULL
David Smith,1988,59,14792
Robert Stephen John Sparks,1988,83,21191
John Wickham Steeds,1988,34,3525
Jeffrey Clifton Watkins,1988,2,13
Edward Shackleton,1989,NULL,NULL
Arthur James Cain,1989,28,2948
Patrick David Wall,1989,11,458
Thomas Summers West,1989,8,240
Arthur Marshall Stoneham,1989,10,320
Brian David Outram Anderson,1989,5,84
Kenneth Dawson Bagshawe,1989,57,16260
John Macleod Ball,1989,33,4311
Adrian Peter Bird,1989,5,116
Roger David Blandford,1989,1,1
Mark Child,1989,40,4887
Alwyn George Davies,1989,10,398
Peter Goddard,1989,31,4261
Michael Boris Green,1989,NULL,NULL
Robert Brian Heap,1989,6,114
Geoffrey Frederick Hewitt,1989,3,108
Derek Hull,1989,31,2802
"Julian Hunt, Baron Hunt of Chesterton",1989,51,8628
Richard Hynes,1989,111,58763
Michael Norman George James,1989,66,17536
Francis Patrick Kelly,1989,1,1
John Hartley Lawton,1989,50,8914
Gilbert George Lonzarich,1989,NULL,NULL
Andrew David McLachlan,1989,7,152
Michael Arthur Moore,1989,65,12643
Kim Ashley Nasmyth,1989,NULL,NULL
Paul Nurse,1989,91,31382
Robert Ladislav Parker,1989,NULL,NULL
Geoffrey Alan Parker,1989,31,4163
Richard Peto,1989,132,112413
Warren Richard Roper,1989, ,0
John Martin Rowell,1989,52,12876
Ian John Russell,1989,7,129
John Philip Simons,1989,28,3353
Charles Roger Slack,1989,2,50
Roger Christopher Thomas,1989,5,62
Anne Marie Treisman,1989,12,409
Kenneth Wade,1989,28,4238
Robert Gordon Webster,1989,51,8337
Andrew John Wiles,1989,8,198
Ian Robert Young,1989,87,
Nicole Marthe Le Douarin,1989,NULL,NULL
Paul Erdős,1989,45,10069
Kenichi Fukui,1989,29,8210
Edward B Lewis,1989,45,22111
Barbara McClintock,1989,11,3171
Edward Mills Purcell,1989,59,15164
David Joseph Bohm,1990,41,7722
Alan Frederick Williams,1990,3,32
John Gordon Collier,1990,43,6012
Lyman Spitzer,1990,14,1941
"George Jellicoe, 2nd Earl Jellicoe",1990,NULL,NULL
Derek William Moore,1990,30,4792
Nicholas Charles Handy,1990,5,265
Louise Johnson,1990,57,11786
James Roger Prior Angel,1990,24,2498
Michael Ashburner,1990,66,23891
David Anthony Brown,1990,8,246
Malcolm Harold Chisholm,1990, ,0
Robin Jon Hawes Clark,1990,13,611
Peter John Bell Clarricoats,1990,27,1955
Simon Conway Morris,1990,52,11971
Andrew Charles Crawford,1990,35,5811
Peter Leslie Dutton,1990,12,547
Robert Fettiplace,1990,43,6110
Erwin Gabathuler,1990,83,
Hugh Allen Oliver Hill,1990,37,4854
Jonathan Alan Hodgkin,1990,52,20687
Eric Jakeman,1990,36,5352
Vaughan Frederick Randal Jones,1990, ,0
Carole Jordan,1990,16,926
John Frederick Knott,1990,27,2398
Harry Kroto,1990,67,30307
Steven Victor Ley,1990,12,545
Lewis Norman Mander,1990,7,269
Michael Edgeworth McIntyre,1990,2,47
Colin James Pennycuick,1990,15,858
John Albert Raven,1990,3,175
David John Read,1990,43,7732
Man Mohan Sharma,1990,13,909
Allan Whitenack Snyder,1990,NULL,NULL
George Robert Stark,1990,31,2736
M Azim Surani,1990,79,23778
Robert Charles Vaughan,1990,24,1617
Herman Waldmann,1990,96,29608
William Lionel Wilkinson,1990,NULL,NULL
Robert Hughes Williams,1990,40,4501
Greg Winter,1990,79,27027
Semir Zeki,1990,68,17556
Edward Norton Lorenz,1990,32,5178
Yasutomi Nishizuka,1990,87,45554
Christiane Nusslein-Volhard,1990,92,29102
Bengt Ingemar Samuelsson,1990,NULL,NULL
E. O. Wilson,1990,36,5206
Allan Roy Mackintosh,1991,4,42
Bryan Randell Coles,1991,NULL,NULL
Malcolm Douglas Lilly,1991,10,240
John Wilder Tukey,1991,3,35
Hendrik Christoffel van de Hulst,1991,NULL,NULL
Claude Elwood Shannon,1991,NULL,NULL
Robert Wolfgang Cahn,1991,1,1
John Michael Newsom-Davis,1991,31,3648
John Evan Baldwin,1991,6,156
David Stewart Jenkinson,1991,49,9040
Paul Richard Adams,1991,62,13617
Duilio Arigoni,1991,34,4710
Michael John Bevan,1991,24,1722
Kenneth Noel Corbett Bray,1991,21,1189
Michael S Brown,1991,64,13499
Peter Elwood Bryant,1991,59,18745
John Lawrence Cardy,1991,31,2896
Brian Charlesworth,1991,75,24773
Thomas Michael Dexter,1991,5,138
Joseph L Goldstein,1991,71,22405
David Headley Green,1991,3,71
Franklin Gerardus Grosveld,1991,NULL,NULL
Nigel James Hitchin,1991,14,646
Tim Hunt,1991,64,14432
Brian Frederick Gilbert Johnson,1991,24,1497
Philip Nicholas Johnson-Laird,1991,8,196
David King,1991,59,11943
George Owen Mackie,1991,16,795
Enid Anne Campbell MacRobbie,1991,25,2181
Michael David May,1991,39,7894
John Norman Murrell,1991,24,2440
Kenneth John Packer,1991,8,182
John Roundell Palmer,1991, ,0
Gerald Pattenden,1991,41,7359
Graham Garland Ross,1991,NULL,NULL
Charles Robert Scriver,1991,18,1213
Christopher Roland Somerville,1991,55,10854
Andrew Michael Soward,1991,25,3284
Govind Swarup,1991,4,38
Stephen Austen Thorpe,1991,NULL,NULL
Lap-Chee Tsui,1991,80,43492
Leslie Valiant,1991,33,8547
Martin Paterson Vessey,1991,26,1892
Richard Irving Walcott,1991,24,1759
Kenneth Walters,1991,33,3183
Michael Derek Waterfield,1991,NULL,NULL
Colin Edward Webb,1991, ,0
Peter George Lecomber,1992,37,7227
Daniel Frank Walls,1992,25,2363
Charles Nicholas Hales,1992,9,337
David Graham Lloyd,1992,91,34494
William Platt Jencks,1992, ,0
Bernard Ephraim Julius Pagel,1992,NULL,NULL
Richard Langton Gregory,1992,18,931
David Jack,1992,51,12517
Leslie Sydney Dennis Morley,1992,NULL,NULL
Jerry McKee Adams,1992,7,209
James Greig Arthur,1992,13,1179
Paul Berg,1992,63,21272
Elizabeth Blackburn,1992,77,26583
Colin Blakemore,1992,69,16329
Geoffrey Boulton,1992,39,5788
Luigi Luca Cavalli-Sforza,1992,36,5559
Suzanne Cory,1992,64,27954
Rodney Deane Davies,1992,NULL,NULL
Peter Neville Goodfellow,1992,7,352
Ian Philip Grant,1992,16,1206
Geoffrey Wilson Greenwood,1992,32,3794
Paul H. Harvey,1992,126,58692
Masao Ito,1992,53,9835
Alwyn Jones,1992,6,152
Raymond Douglas Lund,1992,26,1837
Keith Alan McLauchlan,1992,1,8
John Bryce McLeod,1992,3,14
Andrew J. McMichael,1992,11,474
Michael Mingos,1992,NULL,NULL
Roddam Narasimha,1992,16,1582
John O'Keefe,1992,3,35
Godfrey Stuart Pawley,1992,NULL,NULL
David N. Payne,1992,25,2202
Gordon Plotkin,1992,32,4754
Robert Ramage,1992,24,2400
Alan Rudge,1992,34,3403
Andrew N. Schofield,1992,18,1540
David John Sherratt,1992,43,7732
Alain Townsend,1992,48,11409
Endel Tulving,1992,73,24081
James Johnson Turner,1992,60,
Nigel Weiss,1992,29,2740
William J. Whelan,1992,59,9882
John Raymond Willis,1992,53,11803
Chen-Ning Yang,1992,38,9921
Franz Daniel Kahn,1993,42,10809
Colin Patterson,1993,14,1277
David George Crighton,1993,36,3741
Howard Dalton,1993,42,6347
Geoffrey Dearnaley,1993,27,2881
Alan Astbury,1993,67,
Alan David Baddeley,1993,52,8413
Frederick Michael Burdekin,1993,2,14
Lennart Axel Edvard Carleson,1993,NULL,NULL
Timothy Hugh Clutton-Brock,1993,NULL,NULL
Richard Anthony Crowther,1993,21,1094
Richard R. Ernst,1993,95,
Martin Evans,1993,34,4569
Ian Fleming,1993,33,4656
Ludwig Edward Fraenkel,1993,NULL,NULL
Sir Richard Henry Friend,1993,34,4445
Christopher John Raymond Garrett,1993,14,486
Keith Glover,1993,35,9618
Michael George Hall,1993,45,6675
David Rodney Roger Heath-Brown,1993,28,2476
John Hughes,1993,100,45634
Robin Francis Irvine,1993,18,1135
Patricia Ann Jacobs,1993,2,14
Michael Joseph Kelly,1993,39,4228
Kevin Kendall,1993,44,8120
Trevor Lamb,1993,45,6964
Sydney Leach,1993,36,4544
Angus John Macintyre,1993,8,232
Michael Neuberger,1993,71,17496
Ian Newton,1993,38,5947
Colin Trevor Pillinger,1993,1,54
Ghillean Prance,1993,23,2111
Edward Osmund Royle Reynolds,1993,NULL,NULL
John David Rhodes,1993,33,4711
James Cuthbert Smith,1993,2,7
Brian Geoffrey Spratt,1993,7,232
David John Stevenson,1993,43,7732
Bruce William Stillman,1993,9,394
Andrew James Thomson,1993,28,3373
Peter John Twin,1993,27,1955
Anthony Edward Walsby,1993,NULL,NULL
John William White,1993,2,26
Bruce Alberts,1993,59,14074
Jean-Marie Lehn,1993,110,52456
Motoo Kimura,1993,48,26106
Edwin Ernest Salpeter,1993,4,48
Derek Charles Robinson,1994,17,2705
Dennis James Greenland,1994, ,0
George Guy Dodson,1994,59,13918
Anthony James Pawson,1994,42,5889
David John Aldous,1994,43,7732
Raymond Baker,1994,40,5985
Nicholas Hamilton Barton,1994,19,1424
Timothy Vivian Pelham Bliss,1994,NULL,NULL
Richard Ewen Borcherds,1994,22,1228
Geoffrey Allan Boxshall,1994,20,1583
Jeremy Patrick Brockes,1994,NULL,NULL
Anthony Edward Butterworth,1994,7,542
Henry Marshall Charlton,1994,7,192
Anthony Kevin Cheetham,1994,NULL,NULL
Nicholas Barry Davies,1994,28,2180
Julian Edmund Davies,1994,1,5
George Petros Efstathiou,1994,5,195
John Edwin Field,1994,10,412
Graham Richard Fleming,1994,37,4481
Michael John Caldwell Gordon,1994,24,1722
Kurt Lambeck,1994,65,15541
Brian Edward Launder,1994,4,153
Andrew Gino Sita Lumsden,1994,NULL,NULL
David Herman MacLennan,1994,17,1039
Tak Wah Mak,1994,150,
Peter McCullagh,1994,20,1234
Dusa McDuff,1994,18,1060
Robert Michael Moor,1994,44,7347
Peter John Morris,1994,27,1955
John Forster Nixon,1994,34,3229
Andrew Clennel Palmer,1994,NULL,NULL
David Godfrey Pettifor,1994,15,926
Brian Kidd Ridley,1994,21,1828
David Sherrington,1994,56,12082
James Fraser Stoddart,1994,18,1029
John Tooze,1994,21,1828
Richard Henry Treisman,1994,34,4445
Scott Duncan Tremaine,1994,13,1037
Robert Stephen White,1994,83,21191
James Gordon Williams,1994,22,1672
Frank Albert Cotton,1994,15,1072
Friedrich Ernst Peter Hirzebruch,1994, ,0
Isaak Markovich Khalatnikov,1994,NULL,NULL
Hugh O'Neill McDevitt,1994,56,10186
Erwin Neher,1994,97,43054
Bert Sakmann,1994,111,43619
Roger John Tayler,1995,NULL,NULL
Gertrude Belle Elion,1995,NULL,NULL
Frank Matthews Leslie,1995,29,2687
Ugo Fano,1995,50,19381
Jeffrey Barry Harborne,1995,7,620
Joseph Rotblat,1995,8,272
Salome Gluecksohn-Waelsch,1995,17,1156
John Archibald Wheeler,1995,31,3304
Graham Dixon-Lewis,1995,16,811
Peter Henry Andrews Sneath,1995,28,2302
Rita Levi-Montalcini,1995,43,10641
Iain Donald Campbell,1995, ,0
Martin Arthur Bennett,1995,9,377
Johnson Robin Cann,1995,NULL,NULL
Keith Frederick Chater,1995,NULL,NULL
Francis Edward Corrigan,1995,30,2960
Edward Brian Davies,1995,23,1807
Richard Salisbury Ellis,1995,1,57
Graham Douglas Farquhar,1995,11,725
Julia Stretton Higgins,1995,NULL,NULL
Jonathan Charles Howard,1995,5,340
Guy Antony Jameson,1995,43,8662
Jack Henri Kaplan,1995,NULL,NULL
Gurdev Khush,1995,50,11070
Anthony Ledwith,1995,26,2743
Robin Marshall,1995,8,264
Christopher John Marshall,1995,14,486
Paul James Mason,1995,20,3462
David Andrew Barclay Miller,1995,21,3229
Richard Alan North,1995,100,35038
Timothy John Pedley,1995,22,2355
Geoffrey James Pert,1995,11,392
Keith Peters,1995,14,524
Jeremy David Pickett-Heaps,1995,11,425
Calvin Forrest Quate,1995,NULL,NULL
Richard John Roberts,1995,17,1186
Jeremy Keith Morris Sanders,1995,22,1301
Robert Malcolm Simmons,1995,42,5009
Ian William Murison Smith,1995, ,0
Laszlo Solymar,1995,29,3557
Richard Lawrence Taylor,1995,28,5681
Shirley Marie Tilghman,1995,NULL,NULL
John Ernest Walker,1995,3,32
Stephen Craig West,1995,42,5093
Colin George Windsor,1995, ,0
Andrew Hamilton Wyllie,1995,69,
Martin Schwarzschild,1996,5,164
Stewart Crichton Miller,1996,NULL,NULL
Jacques Louis Lions,1996,45,5665
Sir Martin Roth,1996,160,121805
James Hunter Whitelaw,1996,14,913
Michael Denis Gale,1996,8,206
Iain MacIntyre,1996,57,12646
Phillip Vallentine Tobias,1996,NULL,NULL
Martin Geoffrey Low,1996,3,220
Alfred Rodney Adams,1996,2,14
Jan Mary Anderson,1996,11,566
Jonathan Felix Ashmore,1996,NULL,NULL
David Beach,1996,92,43693
John Michael Brown,1996,31,3648
James Edwin Darnell,1996,NULL,NULL
Christopher Martin Dobson,1996,31,
Patrick Joseph Dowling,1996,4,157
Peter Philip Edwards,1996,15,660
Dianne Edwards,1996,31,3023
Andrew Christopher Fabian,1996,19,
William James Feast,1996,30,4433
David Gubbins,1996,38,4597
Frederick Duncan Michael Haldane,1996,3,19
Thomas Michael Jessell,1996,5,138
David Philip Lane,1996,1,1
Andrew Geoffrey Lyne,1996,NULL,NULL
Nicholas Stephen Manton,1996,3,20
Francis Patrick McCormick,1996,1,1
Thomas Wilson Meade,1996,40,4986
Ian Mark Mills,1996,15,777
Vernon Benjamin Mountcastle,1996,NULL,NULL
Mudumbai Seshachalu Narasimhan,1996,NULL,NULL
Linda Partridge,1996,75,18757
Malcolm Peaker,1996,33,3204
John Anthony Pickett,1996,58,14762
Peter Nicholas Pusey,1996,14,996
James Robert Rice,1996,3,39
Michael G Rossmann,1996,1,5
Christopher Tadeusz Czeslaw Sachrajda,1996,NULL,NULL
Ekhard Karl Hermann Salje,1996,7,207
Timothy Shallice,1996,64,21445
George David William Smith,1996,16,899
Edwin Smith,1996,10,439
David Ian Stuart,1996,6,116
Grant Robert Sutherland,1996,82,23223
Martin John Taylor,1996, ,0
Paul Gordon Jarvis,1997,32,3626
Christopher Michael Bate,1997,46,6527
J. Michael Brady,1997,66,18352
Michael George Bulmer,1997,45,6675
John Boscawen Burland,1997,NULL,NULL
Richard Dickinson Chambers,1997,24,1809
Colin Whitcomb Clark,1997,NULL,NULL
David Charles Clary,1997,19,1635
Laurence Eaves,1997,50,10665
Richard Alan Fortey,1997,NULL,NULL
Christopher David Garner,1997,12,555
Douglas Owen Gough,1997, ,0
Edward John Hinch,1997,4,157
James Julian Bennett Jack,1997,52,13375
Kuen Charles Kao,1997,3,56
Eric Barrington Keverne,1997,NULL,NULL
Philip Joseph Kocienski,1997,23,1591
Peter Benedict Kronheimer,1997,NULL,NULL
Philippa Charlotte Marrack,1997,NULL,NULL
James Rankin Maxwell,1997,44,6988
Timothy John Mitchison,1997,22,2355
Richard Graham Michael Morris,1997,20,6109
Christopher Miles Perrins,1997,33,3094
George Richard Pickett,1997,18,1624
George Henry Poste,1997,10,358
Kenneth Bannerman Milne Reid,1997,2,30
Alan Bernard Rickinson,1997,2,8
Leo Sachs,1997,66,16962
Giacinto Scoles,1997,63,13221
James Scott,1997,74,36372
Wilson Sibbett,1997,48,11345
Bernard Walter Silverman,1997,18,1011
Richard Sykes,1997,29,3589
Richard Edward Taylor,1997,46,8525
Neil Sidney Trudinger,1997,NULL,NULL
Robin Anthony Weiss,1997,2,23
Simon David Manton White,1997,1,7
Alan Hardwick Windle,1997,7,502
Richard Dean Wood,1997,42,5414
Graham Charles Wood,1997,1,1
Brian Stewart Worthington,1998,12,731
Colin Atkinson,1998,28,2838
David James Purslove Barker,1998,75,17018
Jean Duthie Beggs,1998,NULL,NULL
Harshad Bhadeshia,1998,64,19048
David Keith Bowen,1998,43,5372
Roger John Cashmore,1998, ,0
Andrew John Casson,1998,8,198
Thomas Cavalier-Smith,1998,67,14635
David William Clarke,1998,2,4
Enrico Coen,1998,55,11245
Stephen Arthur Cook,1998,14,852
Peter Robert Crane,1998,8,214
Richard Michael Denton,1998,36,4115
Raymond Allen Dwek,1998,16,1060
Charles Porter Ellington,1998,14,915
Richard Bailey Flavell,1998,17,849
Kenneth Charles Freeman,1998,5,111
Brian Mellor Greenwood,1998,16,830
John Philip Grime,1998,28,3353
David Colin Hanna,1998,2,40
Geoffrey Everest Hinton,1998,NULL,NULL
George Steven Martin,1998,34,6099
Raghunath Anant Mashelkar,1998,NULL,NULL
Yoshio Masui,1998,32,4389
Ronald Charles Newman,1998,1,1
Mark Brian Pepys,1998,NULL,NULL
Trevor Charles Platt,1998,26,
Raymond Alan Plumb,1998,4,100
Richard John Puddephatt,1998,17,1186
Philip Charles Ruffles,1998,39,5335
Anthony Walter Segal,1998,NULL,NULL
Ashoke Sen,1998,62,13735
Jonathan Sprent,1998,85,26849
James Staunton,1998,43,7326
John Michael Taylor,1998,31,3648
Robert Kemeys Thomas,1998,NULL,NULL
Cheryll Anne Tickle,1998,NULL,NULL
Srinivasa Varadhan,1998,27,3197
Bernard John Wood,1998,26,1971
John Edward Casida,1998,17,2172
Elias James Corey,1998,1,1
Walter Kohn,1998,60,79103
Oliver Smithies,1998,88,43261
Rolf Martin Zinkernagel,1998,2,29
Frances Mary Ashcroft,1999,1,7
Anthony Gerard Martin Barrett,1999,5,128
Rosa Susan Penelope Beddington,1999,NULL,NULL
Derek Ernest Gilmor Briggs,1999,NULL,NULL
Simon Fraser Campbell,1999,5,170
Ian Stuart Edward Carmichael,1999,6,116
Lorna Casselton,1999,28,2063
John Brian Clegg,1999, ,0
David John Hugh Cockayne,1999,43,7732
David Thomas Delpy,1999,58,12533
Derek Ashworth Denton,1999,NULL,NULL
Raymond Alan Dixon,1999,6,137
Athene Donald,1999,58,10634
Philip Christopher England,1999,1,11
Douglas Thomas Fearon,1999,30,3857
Gary William Gibbons,1999,27,2788
William Timothy Gowers,1999,17,1247
Ronald Ernest Grigg,1999,NULL,NULL
Alan Hall,1999,104,53968
Robert Huber,1999,133,
Marc W Kirschner,1999,6,95
Sir Peter Leonard Knight,1999,11,243
John Paul Maier,1999,33,3698
Barry James Marshall,1999,3,135
Iain William Mattaj,1999,NULL,NULL
Ernest A McCulloch,1999,52,10366
John Graham McWhirter,1999,56,12112
John Dixon Mollon,1999,54,12337
John Richard Ockendon,1999,44,6362
John Bernard Pethica,1999,20,1231
Dolph Schluter,1999,68,19641
John Graham Shepherd,1999,56,12112
Joseph Ivor Silk,1999,NULL,NULL
George Ledyard Stebbins,1999,NULL,NULL
William James Stirling,1999,30,4433
Gilbert Stork,1999,61,11384
Alfred Geoffrey Sykes,1999,1,3
Janet M Thornton,1999,13,681
John Francis Toland,1999,1,1
Anthony James Trewavas,1999,42,5889
Alan Walker,1999,45,6510
Graham Barry Warren,1999,8,135
Dennis Lawrence Weaire,1999,NULL,NULL
Sir Peter Michael Williams,1999,29,2993
Robert Williamson,1999,65,21173
Edward Witten,1999,131,89096
Sir Magdi Habib Yacoub,1999,5,70
Richard Neil Zare,1999,10,293
Michael John Robert Fasham,2000,24,1722
Michael Edwin Akam,2000,NULL,NULL
Grigory Isaakovich Barenblatt,2000,NULL,NULL
James Jeffrey Binney,2000,1,2
Brice Bosnich,2000,47,8151
Ronald Breslow,2000,79,26730
Cyrus Chothia,2000,86,36746
Peter Cresswell,2000,86,23520
Alan Davison,2000,48,7085
John Douglas Denton,2000,51,12389
Warren John Ewens,2000, ,0
Michael Anthony John Ferguson,2000,22,1731
Christopher Donald Frith,2000, ,0
Michel Goedert,2000,107,43555
Harry Barkus Gray,2000,NULL,NULL
Donald Grierson,2000,59,11936
Erwin L Hahn,2000,25,4657
Peter Gavin Hall,2000,10,602
Alexander Norman Halliday,2000,23,1328
Andrew Bruce Holmes,2000,37,5235
Roy Jackson,2000,34,4703
Bruce Arthur Joyce,2000,14,509
Martin Karplus,2000,139,
Simon Barry Laughlin,2000,25,2891
Peter Francis Leadlay,2000,38,4067
Anthony Charles Legon,2000,15,825
Robert Glanville Lloyd,2000,35,3930
Robert Sinclair MacKay,2000,46,7639
John Maddox,2000,19,1939
Thomas John Martin,2000,17,934
Kiyoshi Nagai,2000,38,6358
Stuart Stephen Papworth Parkin,2000,10,1559
Ole Holger Petersen,2000,10,335
Madabusi Santanam Raghunathan,2000,NULL,NULL
Tiruppattur Venkatachalamurti Ramakrishnan,2000,NULL,NULL
Michael Alfred Robb,2000,1,11
Janet Rossant,2000,114,49547
Patricia Ann Simpson,2000,12,460
Harry Smith,2000,31,3684
Peter Somogyi,2000,94,27535
Sir Martin Nicholas Sweeting,2000,160,121805
Brian Douglas Sykes,2000,2,16
James Edgar Till,2000,22,2175
Paul Kingsley Townsend,2000,29,3656
Alan Andrew Watson,2000,15,647
Ian Andrew Wilson,2000,5,78
John Henry Woodhouse,2000,32,4171
Adrian Frederick George Wyatt,2000,15,646
Mitsuhiro Yanagida,2000,79,19526
David Ian Attwell,2001,NULL,NULL
David Baulcombe,2001,85,29409
John Beddington,2001,32,6275
Tim Berners-Lee,2001,20,11599
Robert J. Birgeneau,2001,NULL,NULL
J. Richard Bond,2001,44,6362
Hugh Bostock,2001,53,8648
Keith Burnett,2001,58,10016
Paul Callaghan,2001,54,8701
Graham Leon Collingridge,2001,NULL,NULL
James F. Crow,2001,15,1136
Richard Clinton Dawkins,2001, ,0
Roger Philip Ekins,2001,4,55
Henry Elderfield,2001,61,12520
Anthony G. Evans,2001,94,
Brian Leonard Eyre,2001,62,14012
Peter Gluckman,2001,92,
Charles Godfray,2001,65,14356
Brigid L M Hogan,2001, ,0
John David Hunt,2001,33,4711
Frances Kirwan,2001,11,450
Shrinivas R Kulkarni,2001,50,10256
Andrew Greig William Leslie,2001,49,9399
Michael Levitt,2001,54,10188
Robin Lovell-Badge,2001,66,21612
Paul Anthony Madden,2001,17,998
Patrick Moore,2001,66,24766
Michael Stewart Paterson,2001,28,3347
Bruce Anthony John Ponder,2001,3,111
Geoffrey Raisman,2001,58,12327
Allan Sandage,2001,37,3511
Dale Sanders,2001,57,10913
David William Schindler,2001,2,4
George M. Sheldrick,2001,3,83
Sheila Sherlock,2001,64,15903
Thomas James Simpson,2001,94,32269
Adrian Frederick Melhuish Smith,2001,NULL,NULL
Mandyam Veerambudi Srinivasan,2001,NULL,NULL
Ian Nicholas Stewart,2001,3,29
Roger Ian Tanner,2001,2,5
Marc Trevor Tessier-Lavigne,2001,NULL,NULL
Nicholas Kester Tonks,2001,NULL,NULL
William George Unruh,2001,27,2785
Bryan Ronald Webber,2001,9,921
Alex James Wilkie,2001,7,203
Alexei Alekseyevich Abrikosov,2001,NULL,NULL
Alan Bicksler Fowler,2001,NULL,NULL
Clara Franzini-Armstrong,2001,53,9330
Ahmed Hassan Zewail,2001,31,3662
Allan Bradley,2002,66,23335
Robin Carrell,2002,63,17911
Michael Crawley,2002,48,15910
Stuart Cull-Candy,2002,56,10885
John Dainton,2002,54,
Roger John Davis,2002,86,31688
Anne Dell,2002,75,20868
David Dolphin,2002,49,10755
David Fowler,2002,60,11416
Steve Furber,2002,22,1965
Graham Goodwin,2002,42,7985
Jean-Pierre Hansen,2002,58,15043
Nicholas Hastie,2002,69,19200
Christopher Hawkesworth,2002,91,24758
Judith Howard,2002,69,
Philip Ingham,2002,71,16370
David Ish-Horowicz,2002,43,8746
James A. Jackson,2002,76,
Bruce Ernest Kemp,2002,NULL,NULL
John Vincent Kilmartin,2002,48,8589
David Malcolm James Lilley,2002,7,163
Terry Lyons,2002,16,923
Georgina Mace,2002,60,15900
John McCanny,2002,19,1396
Brian Cecil Joseph Moore,2002,6,179
David Parker,2002,62,15660
Martyn Poliakoff,2002,51,10559
Eric Priest,2002,42,6477
Terence Quinn,2002,20,1519
Peter John Ratcliffe,2002,27,1955
Mary Rees,2002,6,119
Miles Reid,2002,5,133
David Rhind,2002,10,410
Thomas Maurice Rice,2002,4,106
Roy Sambles,2002,48,9678
Peter Sarnak,2002,31,3679
Anthony Ronald Entrican Sinclair,2002,NULL,NULL
Andrew Benjamin Smith,2002,2,29
Anthony John Stace,2002,15,1635
Nicholas Strausfeld,2002,54,7080
Mark Welland,2002,54,11203
Ian Wilmut,2002,51,14463
Claude Jean Allegre,2002,11,310
Per Oskar Andersen,2002,NULL,NULL
Hubert Simon Markl,2002,NULL,NULL
Alexander Pines,2002,70,20309
Peter Raven,2002,46,5791
Carl Isaac Wunsch,2002,NULL,NULL
John David Barrow,2003,33,4711
Susan Jocelyn Bell Burnell,2003,10,1380
Mariann Bienz,2003,57,10327
William Bonfield,2003,66,14146
John Milton Brown,2003,32,3200
Mark Wayne Chase,2003,4,64
John Michael David Coey,2003,31,3648
Kay Elizabeth Davies,2003,56,
Anthony Dickinson,2003,55,11571
Eleanor Joy Dodson,2003,NULL,NULL
Peter John Dornan,2003,27,1955
Ann Patricia Dowling,2003,13,764
Jeffery Errington,2003,66,16656
Roger Fletcher,2003,26,2770
Roderick John Flower,2003,29,2924
Melvyn Francis Greaves,2003, ,0
Peter James Green,2003,39,6401
Keith Gull,2003,62,14004
Peter William Harold Holland,2003,3,59
James Hough,2003,62,
Malcolm Irving,2003,23,1967
Jonathan Dallas George Jones,2003,1,16
Michael Lawrence Klein,2003,27,3877
Alan Graham MacDiarmid,2003,25,2042
Stephen Mann,2003,101,35618
Richard John Nelmes,2003,17,1186
Stephen Patrick O’Rahilly,2003,9,472
Bridget Margaret Ogilvie,2003,NULL,NULL
Timothy Noel Palmer,2003,23,1839
John C B Papaloizou,2003, ,0
Venkatraman Ramakrishnan,2003,59,15142
Elizabeth Jane Robertson,2003,11,786
John Gair Robson,2003,NULL,NULL
John Donald Scott,2003,18,1126
Richard H. Sibson,2003,NULL,NULL
Leon Melvyn Simon,2003,NULL,NULL
Geoffrey Lilley Smith,2003,9,350
Adrian Peter Sutton,2003,5,116
Karen Heather Vousden,2003,NULL,NULL
Andrew James Watson,2003,28,3373
